Solar_Radiation,Humidity,Wind_Speed,Air_Temperature,Date,Pavement_Temperature
1016,17.38,2.8000000000000003,40.400000000000006,2023-07-17 12:00:00,51.93703703703704
1025,15.26,2.6,41.5,2023-07-17 13:00:00,56.411111111111104
969,14.15,2.7,42.0,2023-07-17 14:00:00,59.68842592592593
853,13.77,2.9000000000000004,42.0,2023-07-17 15:00:00,61.79629629629629
688,14.06,3.1,41.5,2023-07-17 16:00:00,62.332870370370365
487,15.14,3.2,40.3,2023-07-17 17:00:00,61.18750000000001
269,17.080000000000002,2.9000000000000004,38.6,2023-07-17 18:00:00,58.51064814814814
69,23.77,1.6,34.300000000000004,2023-07-17 19:00:00,53.63425925925925
0,27.85,2.6,33.1,2023-07-17 20:00:00,48.90092592592592
0,34.9,3.6,32.1,2023-07-17 21:00:00,45.493981481481484
0,46.36,3.8,30.5,2023-07-17 22:00:00,42.74398148148148
0,59.0,3.6,28.9,2023-07-17 23:00:00,40.223611111111104
0,69.15,3.3000000000000003,27.700000000000003,2023-07-18 00:00:00,38.10324074074074
0,77.39,3.0,26.700000000000003,2023-07-18 01:00:00,36.29583333333333
0,84.41,2.6,25.9,2023-07-18 02:00:00,34.7912037037037
0,90.5,2.3000000000000003,25.200000000000003,2023-07-18 03:00:00,33.375
0,95.07,2.1,24.700000000000003,2023-07-18 04:00:00,32.12407407407407
0,97.61,1.7000000000000002,24.4,2023-07-18 05:00:00,31.09351851851851
20,90.72,2.6,25.4,2023-07-18 06:00:00,30.12962962962963
192,74.29,3.2,27.700000000000003,2023-07-18 07:00:00,29.670833333333324
410,55.39,3.6,30.8,2023-07-18 08:00:00,31.363888888888887
614,41.08,3.7,33.9,2023-07-18 09:00:00,35.59814814814815
794,32.1,3.5,36.5,2023-07-18 10:00:00,39.81111111111111
927,25.89,3.3000000000000003,38.7,2023-07-18 11:00:00,47.52388888888889
1003,21.72,3.1,40.3,2023-07-18 12:00:00,52.26018518518518
1014,19.01,3.1,41.400000000000006,2023-07-18 13:00:00,56.75509259259259
961,17.41,3.1,42.0,2023-07-18 14:00:00,60.212962962962955
842,16.81,3.2,42.0,2023-07-18 15:00:00,62.19768518518519
678,17.06,3.3000000000000003,41.400000000000006,2023-07-18 16:00:00,62.59305555555555
476,17.97,3.4000000000000004,40.3,2023-07-18 17:00:00,61.47361111111111
259,19.87,3.2,38.6,2023-07-18 18:00:00,58.609722222222224
64,26.2,2.0,34.9,2023-07-18 19:00:00,53.64027777777778
0,31.51,3.1,33.7,2023-07-18 20:00:00,48.95231481481481
0,40.5,4.4,32.6,2023-07-18 21:00:00,45.44120370370371
0,53.46,4.800000000000001,30.8,2023-07-18 22:00:00,42.609259259259254
0,64.73,4.5,29.3,2023-07-18 23:00:00,40.10324074074074
0,73.11,4.1000000000000005,28.1,2023-07-19 00:00:00,37.91111111111112
0,79.21000000000001,3.8,27.200000000000003,2023-07-19 01:00:00,36.20277777777778
0,84.48,3.6,26.4,2023-07-19 02:00:00,34.70277777777777
0,88.49,3.1,25.8,2023-07-19 03:00:00,33.39583333333333
0,92.0,2.7,25.200000000000003,2023-07-19 04:00:00,32.1662037037037
0,94.58,2.3000000000000003,24.700000000000003,2023-07-19 05:00:00,31.07824074074074
18,89.03,2.9000000000000004,25.4,2023-07-19 06:00:00,30.11435185185185
187,74.08,3.4000000000000004,27.4,2023-07-19 07:00:00,29.79259259259259
405,58.89,3.8,30.1,2023-07-19 08:00:00,31.2337962962963
616,45.72,4.1000000000000005,33.1,2023-07-19 09:00:00,35.170833333333334
797,35.46,4.3,35.9,2023-07-19 10:00:00,40.2449074074074
930,29.72,4.2,38.1,2023-07-19 11:00:00,45.895370370370365
1003,25.93,4.0,39.7,2023-07-19 12:00:00,51.395370370370365
1015,23.32,3.9,40.7,2023-07-19 13:00:00,55.843981481481485
960,21.64,3.9,41.3,2023-07-19 14:00:00,59.19861111111111
844,20.89,3.9,41.3,2023-07-19 15:00:00,61.2925925925926
